NAME,year,month,utility_name,total_disconnections,est_disconnections,avg_disconnection_rate,difference,PCT_DIF,mae,mape
"Baker County, Oregon",2022,September,Idaho Power,1,0.9334916864608076,0.1111111111111111,0.0665083135391924,-6.65083135391924,0.0665083135391924,6.65083135391924
"Baker County, Oregon",2023,April,Cascade Natural Gas,6,5.916805154875587,3,0.08319484512441289,-1.386580752073548,0.08319484512441289,1.3865807520735483
"Baker County, Oregon",2023,April,Idaho Power,0,0,0,0,0,0,0
"Baker County, Oregon",2023,August,Cascade Natural Gas,14,13.890106704339235,7,0.10989329566076478,-0.7849521118626056,0.10989329566076478,0.7849521118626055
"Baker County, Oregon",2023,August,Idaho Power,1,1,0.1111111111111111,0,0,0,0
"Baker County, Oregon",2023,August,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Baker County, Oregon",2023,December,Cascade Natural Gas,0,0,0,0,0,0,0
"Baker County, Oregon",2023,December,Idaho Power,0,0,0,0,0,0,0
"Baker County, Oregon",2023,February,Cascade Natural Gas,0,0,0,0,0,0,0
"Baker County, Oregon",2023,February,Idaho Power,0,0,0,0,0,0,0
"Baker County, Oregon",2023,January,Idaho Power,2,1.9334916864608076,0.2222222222222222,0.0665083135391924,-3.32541567695962,0.0665083135391924,3.32541567695962
"Baker County, Oregon",2023,July,Cascade Natural Gas,8,7.973301549463647,4,0.02669845053635278,-0.33373063170440975,0.02669845053635278,0.33373063170440975
"Baker County, Oregon",2023,July,Idaho Power,3,2.800475059382423,0.16666666666666666,0.19952494061757697,-6.650831353919233,0.19952494061757697,6.650831353919233
"Baker County, Oregon",2023,July,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Baker County, Oregon",2023,June,Cascade Natural Gas,19,18.936591179976162,9.5,0.06340882002383808,-0.3337306317044109,0.06340882002383808,0.3337306317044109
"Baker County, Oregon",2023,June,Idaho Power,4,3.866983372921615,0.2222222222222222,0.1330166270783848,-3.32541567695962,0.1330166270783848,3.32541567695962
"Baker County, Oregon",2023,March,Cascade Natural Gas,3,2.9899880810488675,1.5,0.010011918951132515,-0.33373063170441714,0.010011918951132515,0.3337306317044172
"Baker County, Oregon",2023,March,Idaho Power,2,1.9334916864608076,0.2222222222222222,0.0665083135391924,-3.32541567695962,0.0665083135391924,3.32541567695962
"Baker County, Oregon",2023,May,Cascade Natural Gas,25,24.916567342073897,12.5,0.0834326579261031,-0.3337306317044124,0.0834326579261031,0.3337306317044124
"Baker County, Oregon",2023,May,Idaho Power,2,2,0.1111111111111111,0,0,0,0
"Baker County, Oregon",2023,November,Cascade Natural Gas,1,0.9966626936829559,0.5,0.0033373063170440975,-0.33373063170440975,0.0033373063170440975,0.33373063170440975
"Baker County, Oregon",2023,November,Idaho Power,3,2.9334916864608074,0.3333333333333333,0.06650831353919262,-2.216943784639754,0.06650831353919262,2.2169437846397537
"Baker County, Oregon",2023,October,Cascade Natural Gas,1,0.9966626936829559,0.5,0.0033373063170440975,-0.33373063170440975,0.0033373063170440975,0.33373063170440975
"Baker County, Oregon",2023,October,Idaho Power,5,4.800475059382423,0.5555555555555556,0.19952494061757697,-3.9904988123515395,0.19952494061757697,3.9904988123515395
"Baker County, Oregon",2023,October,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Baker County, Oregon",2023,September,Cascade Natural Gas,6,5.916805154875587,3,0.08319484512441289,-1.386580752073548,0.08319484512441289,1.3865807520735483
"Baker County, Oregon",2023,September,Idaho Power,1,1,0.1111111111111111,0,0,0,0
"Baker County, Oregon",2023,September,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Baker County, Oregon",2024,April,Cascade Natural Gas,1,0.9966626936829559,0.5,0.0033373063170440975,-0.33373063170440975,0.0033373063170440975,0.33373063170440975
"Baker County, Oregon",2024,April,Idaho Power,2,1.8669833729216152,0.2222222222222222,0.1330166270783848,-6.65083135391924,0.1330166270783848,6.65083135391924
"Baker County, Oregon",2024,February,Cascade Natural Gas,1,0.9966626936829559,0.5,0.0033373063170440975,-0.33373063170440975,0.0033373063170440975,0.33373063170440975
"Baker County, Oregon",2024,February,Idaho Power,4,4,0.4444444444444444,0,0,0,0
"Baker County, Oregon",2024,January,Cascade Natural Gas,1,0.9966626936829559,0.5,0.0033373063170440975,-0.33373063170440975,0.0033373063170440975,0.33373063170440975
"Baker County, Oregon",2024,January,Idaho Power,1,1,0.1111111111111111,0,0,0,0
"Baker County, Oregon",2024,March,Cascade Natural Gas,2,1.9933253873659118,1,0.006674612634088195,-0.33373063170440975,0.006674612634088195,0.33373063170440975
"Baker County, Oregon",2024,March,Idaho Power,3,2.9334916864608074,0.3333333333333333,0.06650831353919262,-2.216943784639754,0.06650831353919262,2.2169437846397537
"Benton County, Oregon",2018,August,Northwest Natural Gas Company,4,3.8944062219563267,1.3333333333333333,0.10559377804367331,-2.639844451091833,0.10559377804367331,2.639844451091833
"Benton County, Oregon",2018,December,Northwest Natural Gas Company,6,5.8347432220958435,2,0.1652567779041565,-2.7542796317359417,0.1652567779041565,2.7542796317359413
"Benton County, Oregon",2018,November,Northwest Natural Gas Company,3,2.94377005555884,1,0.05622994444116003,-1.874331481372001,0.05622994444116003,1.874331481372001
"Benton County, Oregon",2018,October,Northwest Natural Gas Company,4,3.996566944580677,1.3333333333333333,0.00343305541932315,-0.08582638548307875,0.00343305541932315,0.08582638548307875
"Benton County, Oregon",2018,September,Northwest Natural Gas Company,13,12.781946333074007,4.333333333333333,0.21805366692599293,-1.6773358994307148,0.21805366692599293,1.6773358994307148
"Benton County, Oregon",2019,April,Northwest Natural Gas Company,16,15.72914944405217,5.333333333333333,0.27085055594782936,-1.6928159746739335,0.27085055594782936,1.6928159746739335
"Benton County, Oregon",2019,August,Northwest Natural Gas Company,15,14.722283333213525,5,0.2777166667864748,-1.851444445243165,0.2777166667864748,1.8514444452431653
"Benton County, Oregon",2019,December,Northwest Natural Gas Company,8,7.8909731665370035,2.6666666666666665,0.10902683346299646,-1.3628354182874558,0.10902683346299646,1.3628354182874558
"Benton County, Oregon",2019,February,Northwest Natural Gas Company,7,6.84160933293449,2.3333333333333335,0.1583906670655102,-2.262723815221574,0.1583906670655102,2.262723815221574
"Benton County, Oregon",2019,January,Northwest Natural Gas Company,16,15.577624887825307,5.333333333333333,0.42237511217469326,-2.639844451091833,0.42237511217469326,2.639844451091833
"Benton County, Oregon",2019,July,Northwest Natural Gas Company,11,10.838176277515167,3.6666666666666665,0.1618237224848329,-1.4711247498621172,0.1618237224848329,1.4711247498621172
"Benton County, Oregon",2019,June,Northwest Natural Gas Company,15,14.838176277515167,5,0.1618237224848329,-1.0788248165655527,0.1618237224848329,1.0788248165655525
"Benton County, Oregon",2019,March,Northwest Natural Gas Company,28,27.41236810992115,9.333333333333334,0.5876318900788498,-2.0986853217101777,0.5876318900788498,2.0986853217101777
"Benton County, Oregon",2019,May,Northwest Natural Gas Company,30,29.574191832405983,10,0.42580816759401685,-1.4193605586467228,0.42580816759401685,1.4193605586467228
"Benton County, Oregon",2019,November,Northwest Natural Gas Company,2,1.8944062219563267,0.6666666666666666,0.10559377804367331,-5.279688902183666,0.10559377804367331,5.279688902183666
"Benton County, Oregon",2019,October,Northwest Natural Gas Company,7,6.84160933293449,2.3333333333333335,0.1583906670655102,-2.262723815221574,0.1583906670655102,2.262723815221574
"Benton County, Oregon",2019,September,Northwest Natural Gas Company,12,11.83131016667652,4,0.1686898333234801,-1.4057486110290007,0.1686898333234801,1.4057486110290007
"Benton County, Oregon",2020,April,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Benton County, Oregon",2020,February,Northwest Natural Gas Company,29,28.415801165340476,9.666666666666666,0.5841988346595244,-2.0144787402052566,0.5841988346595244,2.0144787402052566
"Benton County, Oregon",2020,January,Northwest Natural Gas Company,13,12.838176277515167,4.333333333333333,0.1618237224848329,-1.2447978652679454,0.1618237224848329,1.2447978652679454
"Benton County, Oregon",2020,March,Northwest Natural Gas Company,16,15.781946333074007,5.333333333333333,0.21805366692599293,-1.3628354182874558,0.21805366692599293,1.3628354182874558
"Benton County, Oregon",2021,August,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Benton County, Oregon",2021,December,Northwest Natural Gas Company,3,3,1,0,0,0,0
"Benton County, Oregon",2021,November,Northwest Natural Gas Company,13,12.577624887825307,4.333333333333333,0.42237511217469326,-3.249039324420717,0.42237511217469326,3.2490393244207176
"Benton County, Oregon",2021,October,Northwest Natural Gas Company,18,17.517961887964823,6,0.4820381120351769,-2.677989511306538,0.4820381120351769,2.677989511306538
"Benton County, Oregon",2021,September,Northwest Natural Gas Company,3,2.8909731665370035,1,0.10902683346299646,-3.6342277820998823,0.10902683346299646,3.6342277820998823
"Benton County, Oregon",2022,April,Northwest Natural Gas Company,11,10.838176277515167,3.6666666666666665,0.1618237224848329,-1.4711247498621172,0.1618237224848329,1.4711247498621172
"Benton County, Oregon",2022,August,Northwest Natural Gas Company,2,2,0.6666666666666666,0,0,0,0
"Benton County, Oregon",2022,December,Northwest Natural Gas Company,1,1,0.3333333333333333,0,0,0,0
"Benton County, Oregon",2022,February,Northwest Natural Gas Company,15,14.62698872142782,5,0.3730112785721804,-2.4867418571478694,0.3730112785721804,2.4867418571478694
"Benton County, Oregon",2022,January,Northwest Natural Gas Company,6,5.947203110978164,2,0.052796889021836435,-0.8799481503639406,0.052796889021836435,0.8799481503639406
"Benton County, Oregon",2022,July,Northwest Natural Gas Company,3,2.9472031109781636,1,0.052796889021836435,-1.7598963007278812,0.052796889021836435,1.7598963007278812
"Benton County, Oregon",2022,June,Northwest Natural Gas Company,12,11.732582499471494,4,0.26741750052850577,-2.2284791710708816,0.26741750052850577,2.228479171070881
"Benton County, Oregon",2022,March,Northwest Natural Gas Company,5,4.8909731665370035,1.6666666666666667,0.10902683346299646,-2.1805366692599293,0.10902683346299646,2.1805366692599293
"Benton County, Oregon",2022,May,Northwest Natural Gas Company,10,9.894406221956327,3.3333333333333335,0.10559377804367287,-1.0559377804367287,0.10559377804367287,1.0559377804367287
"Benton County, Oregon",2022,November,Northwest Natural Gas Company,1,0.9472031109781633,0.3333333333333333,0.05279688902183666,-5.279688902183666,0.05279688902183666,5.279688902183666
"Benton County, Oregon",2022,October,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Benton County, Oregon",2022,September,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Benton County, Oregon",2023,April,Northwest Natural Gas Company,9,8.838176277515167,3,0.1618237224848329,-1.7980413609425878,0.1618237224848329,1.7980413609425878
"Benton County, Oregon",2023,August,Northwest Natural Gas Company,15,14.947203110978164,5,0.052796889021836435,-0.35197926014557623,0.052796889021836435,0.35197926014557623
"Benton County, Oregon",2023,December,Northwest Natural Gas Company,6,6,2,0,0,0,0
"Benton County, Oregon",2023,Feburary,Northwest Natural Gas Company,3,3,1,0,0,0,0
"Benton County, Oregon",2023,January,Northwest Natural Gas Company,3,2.9472031109781636,1,0.052796889021836435,-1.7598963007278812,0.052796889021836435,1.7598963007278812
"Benton County, Oregon",2023,July,Northwest Natural Gas Company,14,13.732582499471494,4.666666666666667,0.26741750052850577,-1.9101250037750412,0.26741750052850577,1.910125003775041
"Benton County, Oregon",2023,June,Northwest Natural Gas Company,10,9.78537938849333,3.3333333333333335,0.21462061150666933,-2.1462061150666933,0.21462061150666933,2.1462061150666933
"Benton County, Oregon",2023,March,Northwest Natural Gas Company,9,8.72914944405217,3,0.27085055594782936,-3.0094506216425483,0.27085055594782936,3.0094506216425487
"Benton County, Oregon",2023,May,Northwest Natural Gas Company,9,8.736015554890816,3,0.26398444510918395,-2.933160501213155,0.26398444510918395,2.933160501213155
"Benton County, Oregon",2023,November,Northwest Natural Gas Company,1,0.9472031109781633,0.3333333333333333,0.05279688902183666,-5.279688902183666,0.05279688902183666,5.279688902183666
"Benton County, Oregon",2023,October,Northwest Natural Gas Company,11,10.679785610449656,3.6666666666666665,0.320214389550344,-2.9110399050031273,0.320214389550344,2.911039905003127
"Benton County, Oregon",2023,September,Northwest Natural Gas Company,7,6.989700833742031,2.3333333333333335,0.010299166257969006,-0.14713094654241438,0.010299166257969006,0.14713094654241438
"Benton County, Oregon",2024,April,Northwest Natural Gas Company,6,5.84160933293449,2,0.1583906670655102,-2.6398444510918364,0.1583906670655102,2.639844451091837
"Benton County, Oregon",2024,February,Northwest Natural Gas Company,16,15.630421776847143,5.333333333333333,0.3695782231528568,-2.309863894705355,0.3695782231528568,2.309863894705355
"Benton County, Oregon",2024,January,Northwest Natural Gas Company,5,4.894406221956327,1.6666666666666667,0.10559377804367287,-2.1118755608734574,0.10559377804367287,2.1118755608734574
"Benton County, Oregon",2024,March,Northwest Natural Gas Company,23,22.669486444191687,7.666666666666667,0.330513555808313,-1.4370154600361433,0.330513555808313,1.4370154600361433
"Canyon County, Idaho",2018,August,Idaho Power,0,0,0,0,0,0,0
"Canyon County, Idaho",2018,October,Idaho Power,0,0,0,0,0,0,0
"Canyon County, Idaho",2018,September,Idaho Power,0,0,0,0,0,0,0
"Clackamas County, Oregon",2018,August,Northwest Natural Gas Company,77,76.38894127543215,4.277777777777778,0.6110587245678545,-0.7935827591790318,0.6110587245678545,0.7935827591790318
"Clackamas County, Oregon",2018,December,Northwest Natural Gas Company,75,73.89960638772725,4.166666666666667,1.1003936122727538,-1.4671914830303383,1.1003936122727538,1.4671914830303385
"Clackamas County, Oregon",2018,November,Northwest Natural Gas Company,68,67.38261340511744,3.7777777777777777,0.6173865948825608,-0.9079214630625894,0.6173865948825608,0.9079214630625894
"Clackamas County, Oregon",2018,October,Northwest Natural Gas Company,57,56.598592097989396,3.1666666666666665,0.40140790201060383,-0.7042243894922874,0.40140790201060383,0.7042243894922875
"Clackamas County, Oregon",2018,September,Northwest Natural Gas Company,68,67.48145879353473,3.7777777777777777,0.5185412064652724,-0.7625605977430476,0.5185412064652724,0.7625605977430475
"Clackamas County, Oregon",2019,April,Northwest Natural Gas Company,178,174.95517601246647,9.88888888888889,3.0448239875335332,-1.7105752738952433,3.0448239875335332,1.7105752738952433
"Clackamas County, Oregon",2019,August,Northwest Natural Gas Company,83,82.48384412247817,4.611111111111111,0.5161558775218253,-0.6218745512311149,0.5161558775218253,0.6218745512311149
"Clackamas County, Oregon",2019,Dec,Portland General Electric,274,271.5089837874978,10.96,2.4910162125021884,-0.9091300045628424,2.4910162125021884,0.9091300045628424
"Clackamas County, Oregon",2019,December,Northwest Natural Gas Company,115,113.151785198229,6.388888888888889,1.8482148017709932,-1.6071433058878202,1.8482148017709932,1.60714330588782
"Clackamas County, Oregon",2019,February,Northwest Natural Gas Company,168,166.4888182473431,9.333333333333334,1.5111817526569098,-0.8995129480100653,1.5111817526569098,0.8995129480100653
"Clackamas County, Oregon",2019,January,Northwest Natural Gas Company,159,156.56241315825548,8.833333333333334,2.437586841744519,-1.5330734853739114,2.437586841744519,1.5330734853739112
"Clackamas County, Oregon",2019,July,Northwest Natural Gas Company,101,99.97813440157799,5.611111111111111,1.0218655984220106,-1.0117481172495155,1.0218655984220106,1.0117481172495155
"Clackamas County, Oregon",2019,June,Northwest Natural Gas Company,198,195.7485879616333,11,2.251412038366709,-1.1370767870538936,2.251412038366709,1.1370767870538934
"Clackamas County, Oregon",2019,March,Northwest Natural Gas Company,218,215.36428109481957,12.11111111111111,2.6357189051804255,-1.209045369348819,2.6357189051804255,1.209045369348819
"Clackamas County, Oregon",2019,May,Northwest Natural Gas Company,189,186.68247800597334,10.5,2.317521994026663,-1.2262021132416205,2.317521994026663,1.2262021132416205
"Clackamas County, Oregon",2019,Nov,Portland General Electric,224,220.6562144330141,8.96,3.3437855669859005,-1.4927614138329912,3.3437855669859005,1.4927614138329912
"Clackamas County, Oregon",2019,November,Northwest Natural Gas Company,50,48.812965531016694,2.7777777777777777,1.1870344689833061,-2.3740689379666122,1.1870344689833061,2.3740689379666122
"Clackamas County, Oregon",2019,October,Northwest Natural Gas Company,47,46.533619330199926,2.611111111111111,0.4663806698000741,-0.9922992974469661,0.4663806698000741,0.9922992974469661
"Clackamas County, Oregon",2019,September,Northwest Natural Gas Company,72,71.25214785100175,4,0.7478521489982484,-1.038683540275345,0.7478521489982484,1.038683540275345
"Clackamas County, Oregon",2020,Apr,Portland General Electric,0,0,0,0,0,0,0
"Clackamas County, Oregon",2020,April,Northwest Natural Gas Company,0,0,0,0,0,0,0
"Clackamas County, Oregon",2020,Feb,Portland General Electric,118,116.35358679905752,4.72,1.646413200942476,-1.395265424527522,1.646413200942476,1.3952654245275218
"Clackamas County, Oregon",2020,February,Northwest Natural Gas Company,199,196.43505979385242,11.055555555555555,2.5649402061475826,-1.2889146764560717,2.5649402061475826,1.2889146764560715
"Clackamas County, Oregon",2020,Jan,Portland General Electric,291,287.0830298955348,11.64,3.916970104465179,-1.3460378365859722,3.916970104465179,1.3460378365859722
"Clackamas County, Oregon",2020,January,Northwest Natural Gas Company,134,131.00425308377606,7.444444444444445,2.9957469162239363,-2.2356320270327883,2.9957469162239363,2.2356320270327883
"Clackamas County, Oregon",2020,Mar,Portland General Electric,261,257.8493898566977,10.44,3.1506101433022877,-1.2071303231043249,3.1506101433022877,1.2071303231043247
"Clackamas County, Oregon",2020,March,Northwest Natural Gas Company,38,37.98372005290796,2.111111111111111,0.016279947092037617,-0.04284196603167794,0.016279947092037617,0.04284196603167794
"Clackamas County, Oregon",2021,Aug,Portland General Electric,7,6.8154776393124,0.28,0.18452236068760008,-2.6360337241085725,0.18452236068760008,2.6360337241085725
"Clackamas County, Oregon",2021,August,Northwest Natural Gas Company,3,2.9507659857904085,0.16666666666666666,0.0492340142095915,-1.6411338069863834,0.0492340142095915,1.6411338069863834
"Clackamas County, Oregon",2021,Dec,Portland General Electric,98,96.95667547710094,3.92,1.0433245228990558,-1.0646168601010773,1.0433245228990558,1.0646168601010773
"Clackamas County, Oregon",2021,December,Northwest Natural Gas Company,38,37.961587060904726,2.111111111111111,0.03841293909527366,-0.10108668182966751,0.03841293909527366,0.10108668182966753
"Clackamas County, Oregon",2021,Nov,Portland General Electric,54,53.76277590913505,2.16,0.23722409086494878,-0.4393038719721274,0.23722409086494878,0.4393038719721274
"Clackamas County, Oregon",2021,November,Northwest Natural Gas Company,108,107.09829169389366,6,0.9017083061063431,-0.834915098246614,0.9017083061063431,0.8349150982466139
"Clackamas County, Oregon",2021,Oct,Portland General Electric,70,69.62493840019954,2.8,0.3750615998004605,-0.5358022854292293,0.3750615998004605,0.5358022854292293
"Clackamas County, Oregon",2021,October,Northwest Natural Gas Company,108,106.53775297472242,6,1.462247025277577,-1.3539324308125713,1.462247025277577,1.3539324308125713
"Clackamas County, Oregon",2021,Sep,Portland General Electric,79,78.21003249447926,3.16,0.7899675055207354,-0.9999588677477663,0.7899675055207354,0.9999588677477663
"Clackamas County, Oregon",2021,September,Northwest Natural Gas Company,19,18.716266595956217,1.0555555555555556,0.2837334040437831,-1.4933337054935953,0.2837334040437831,1.4933337054935953
"Clackamas County, Oregon",2022,Apr,Portland General Electric,215,212.07666431229075,8.6,2.9233356877092547,-1.3596910175391883,2.9233356877092547,1.359691017539188
"Clackamas County, Oregon",2022,April,Northwest Natural Gas Company,83,81.33790017995305,4.611111111111111,1.6620998200469472,-2.0025299036710207,1.6620998200469472,2.0025299036710207
"Clackamas County, Oregon",2022,Aug,Portland General Electric,366,362.6299229316501,14.64,3.3700770683498718,-0.9207860842485989,3.3700770683498718,0.9207860842485989
"Clackamas County, Oregon",2022,August,Northwest Natural Gas Company,16,15.974116818134146,0.8888888888888888,0.025883181865854255,-0.1617698866615891,0.025883181865854255,0.1617698866615891
"Clackamas County, Oregon",2022,Dec,Portland General Electric,220,218.23551603081094,8.8,1.7644839691890581,-0.8020381678132082,1.7644839691890581,0.8020381678132081
"Clackamas County, Oregon",2022,December,Northwest Natural Gas Company,18,17.443866942544314,1,0.5561330574556855,-3.0896280969760306,0.5561330574556855,3.089628096976031
"Clackamas County, Oregon",2022,Feb,Portland General Electric,169,168.15930074533645,6.76,0.8406992546635479,-0.4974551802742887,0.8406992546635479,0.4974551802742887
"Clackamas County, Oregon",2022,February,Northwest Natural Gas Company,84,83.13370916312253,4.666666666666667,0.866290836877468,-1.031298615330319,0.866290836877468,1.0312986153303192
"Clackamas County, Oregon",2022,Jan,Portland General Electric,122,120.3433189666737,4.88,1.6566810333262936,-1.3579352732182735,1.6566810333262936,1.3579352732182735
"Clackamas County, Oregon",2022,January,Northwest Natural Gas Company,85,83.64418192390897,4.722222222222222,1.3558180760910261,-1.5950800895188542,1.3558180760910261,1.5950800895188542
"Clackamas County, Oregon",2022,Jul,Portland General Electric,278,276.42009786899314,11.12,1.579902131006861,-0.5683101190672162,1.579902131006861,0.5683101190672163
"Clackamas County, Oregon",2022,July,Northwest Natural Gas Company,15,14.782900932192947,0.8333333333333334,0.21709906780705346,-1.4473271187136898,0.21709906780705346,1.4473271187136898
"Clackamas County, Oregon",2022,June,Northwest Natural Gas Company,102,100.57008074674918,5.666666666666667,1.4299192532508158,-1.4018816208341331,1.4299192532508158,1.4018816208341331
"Clackamas County, Oregon",2022,June,Portland General Electric,303,299.80058163368915,12.12,3.1994183663108515,-1.0559136522478059,3.1994183663108515,1.0559136522478059
